province,adcode,model,bodyType,salesVolume1,popularity1,salesVolume2,popularity2,salesVolume3,popularity3,salesVolume4,popularity4,salesVolume5,popularity5,salesVolume6,popularity6,salesVolume7,popularity7,salesVolume8,popularity8,salesVolume9,popularity9,salesVolume10,popularity10,salesVolume11,popularity11,salesVolume12,popularity12,pred
0,6,53,3,129,6019,306,5229,492,6172,378,5273,283,6787,374,5157,311,4995,427,4425,498,4264,475,4472,609,4774,825,4490,487
10,7,53,3,351,15416,609,13478,1028,14272,993,13691,652,16824,891,14179,910,12550,1046,12762,1085,12806,1159,13430,1451,13919,1727,12720,1253
14,8,53,3,498,15884,965,14050,1300,14903,996,12708,708,16532,969,14528,1088,12324,1209,12865,1284,13202,1524,13322,1958,13794,2180,12517,1479
5,9,53,3,111,5749,219,4927,307,5320,304,5650,148,6329,259,6160,319,5384,271,7487,331,8383,363,8917,453,5873,565,5444,402
17,10,53,3,95,5462,138,4529,176,4586,229,4176,97,5226,153,4067,164,3476,270,4091,221,4620,253,4002,308,3660,353,3358,274
11,11,53,3,59,3719,107,3178,208,3342,200,3815,69,4476,151,3603,150,3237,175,3332,152,3274,209,3169,258,3271,344,3167,206
6,12,53,3,241,11338,312,10283,378,11527,406,11087,284,12805,400,11913,479,10604,557,11102,520,11116,550,11563,741,11845,941,11054,568
13,13,53,3,136,10565,170,9234,239,10316,290,10219,184,10827,293,9617,341,8559,325,9481,356,8937,405,9736,492,10648,560,10354,422
15,14,53,3,101,5695,212,4974,331,5217,334,5895,134,6642,250,4837,279,4442,305,4579,303,4528,339,4499,437,4398,473,4286,371
16,15,53,3,92,5192,180,4720,310,5081,284,5682,146,6371,251,5157,271,5032,354,4940,267,4924,331,4458,429,4663,484,4579,339
8,16,53,3,282,17968,593,15893,912,17051,598,15624,355,20759,607,13279,642,11571,701,11398,764,12053,756,11509,899,11344,1094,10672,934
9,17,53,3,30,2425,50,1970,68,2250,74,2145,33,2561,77,2658,72,2296,113,2212,104,2231,139,2390,145,2338,158,2060,129
19,18,53,3,35,2856,76,2495,157,2711,115,2784,82,3414,120,2542,97,2572,175,4567,209,4145,162,4821,190,4161,256,3218,142
4,19,53,3,206,14608,340,12778,526,13829,495,16377,291,20822,361,7874,444,5999,497,7950,529,7366,571,8138,643,8198,1038,6525,541
1,20,53,3,75,4024,142,3639,154,3632,140,3275,101,4081,145,3399,149,2936,178,3190,192,3247,272,3733,277,3911,259,3332,213
20,21,53,3,96,5695,127,5133,205,6292,223,5519,136,6350,166,4184,239,3878,247,4091,199,3960,284,4123,366,4287,387,4070,357
3,0,54,1,198,1618,305,2185,504,2260,106,1358,118,1577,157,888,120,726,110,1766,104,1392,70,2520,81,4301,80,415,59
12,1,54,1,554,1615,769,2103,983,2436,537,1741,616,1867,685,1528,621,1186,541,2107,500,1695,570,1075,609,847,477,692,446
7,2,54,1,118,640,161,829,233,890,166,566,115,571,127,592,118,426,117,643,113,565,93,304,103,271,99,215,118
2,3,54,1,93,315,105,427,108,402,54,231,78,271,117,259,71,173,70,250,60,211,56,124,65,98,70,103,61
18,4,54,1,260,534,281,726,370,1039,158,580,187,706,236,862,191,812,184,1027,170,769,200,704,162,696,165,310,162
21,5,54,1,59,328,76,594,90,533,35,311,48,328,67,340,46,213,41,608,40,517,28,1269,43,430,38,122,20
0,6,54,1,27,393,30,437,34,470,19,317,29,374,28,436,25,713,38,453,29,377,32,377,29,163,27,145,26
10,7,54,1,763,1587,871,2840,1150,3779,610,1900,843,2438,857,3286,623,4571,558,3575,495,3221,522,2972,542,2387,537,716,383
14,8,54,1,456,1565,466,2249,653,2911,312,1330,498,1834,511,2376,368,2645,351,2530,319,2720,353,2480,307,1815,303,670,303
5,9,54,1,214,546,225,726,272,2983,216,1724,223,2973,191,3701,165,6663,153,1295,149,2206,145,1878,130,1002,226,264,119
17,10,54,1,179,528,175,1334,195,1659,85,542,140,860,157,803,133,952,146,1502,133,912,94,2447,101,2662,94,210,103
11,11,54,1,92,390,117,569,148,800,132,428,89,485,105,555,90,693,70,570,62,851,87,1086,69,1010,109,155,55
6,12,54,1,551,1703,636,2032,1105,2838,629,1952,541,2216,513,2061,451,1945,400,3346,375,2792,388,3669,431,2998,348,771,319
13,13,54,1,746,3021,952,3559,1314,4520,922,3455,778,3569,753,2820,612,2512,592,2776,519,2604,715,1765,609,1355,950,1143,530
15,14,54,1,592,1150,590,2509,903,2888,514,1250,438,1499,482,1536,408,1925,403,4318,314,3404,306,3456,325,2929,383,467,287
16,15,54,1,327,837,426,1121,575,1392,405,812,314,1110,375,1188,353,1119,267,1990,377,1569,276,1280,257,2155,258,364,207
8,16,54,1,624,3125,713,3399,866,3756,346,2318,505,3102,757,3072,513,3045,503,3191,519,3241,390,3368,440,2223,464,1277,326
9,17,54,1,63,331,75,484,97,479,92,331,50,332,85,433,53,313,57,574,36,435,20,418,17,434,40,169,26
19,18,54,1,645,1071,706,1270,955,1319,636,912,643,1138,771,980,438,693,521,1304,498,1130,470,825,463,744,469,567,462
4,19,54,1,655,2337,773,2950,955,3015,603,2336,645,2855,678,1210,519,872,472,1364,474,1365,468,2495,514,2692,523,664,495
1,20,54,1,1736,2012,1547,2213,1939,2079,1680,1575,1190,1699,1187,1632,815,1252,815,1938,786,1699,875,1952,755,1690,817,946,1016
20,21,54,1,209,1000,280,1138,324,1451,195,977,155,1088,198,899,180,832,157,768,132,708,131,466,161,357,154,353,118
3,0,55,2,458,3595,551,4079,739,4353,435,3750,233,4373,445,3628,341,3102,391,3158,396,3146,426,2982,482,3582,578,3658,448
12,1,55,2,95,2508,123,2571,131,2932,106,2806,79,2980,112,3128,113,2490,144,2673,111,2545,129,2451,162,2916,213,2846,174
7,2,55,2,27,859,53,959,51,1034,47,1039,21,1301,35,1159,29,915,43,996,35,868,45,784,44,947,57,1021,33
2,3,55,2,57,1048,54,1122,64,1281,35,1076,18,1093,51,1149,53,949,69,948,55,902,61,791,64,996,72,1021,82
18,4,55,2,93,1187,126,1212,129,1340,69,1172,51,1334,75,1808,76,1498,107,1603,67,1328,96,1338,152,1675,173,1634,146
21,5,55,2,44,1008,71,1138,77,1276,53,1177,34,1197,68,1282,53,1139,50,1118,51,940,50,863,100,1130,75,1055,78
0,6,55,2,186,2001,304,1944,291,2085,260,1861,125,2095,252,2362,169,1979,218,1690,208,1541,195,1481,239,1902,288,1931,307
10,7,55,2,218,3506,248,3367,301,3570,251,3479,138,3950,200,4325,177,3376,214,3517,189,3167,187,2926,223,3533,290,3678,301
14,8,55,2,129,2701,149,2803,230,3023,149,2641,78,3143,139,3373,107,2490,108,2612,142,2558,110,2104,130,2474,142,2724,139
5,9,55,2,119,1942,125,1538,125,1688,156,1681,59,1822,89,2367,69,1827,81,2402,70,2528,72,3103,75,1867,150,2028,124
17,10,55,2,93,2210,111,1475,124,1538,108,1352,57,1470,77,1527,71,1169,97,1437,95,1494,75,1289,85,1353,112,1289,118
11,11,55,2,57,1216,75,1069,92,1056,84,1087,32,1203,51,1308,53,1042,76,1092,51,987,70,886,67,1072,97,1157,77
6,12,55,2,209,3824,228,4189,356,4669,218,4296,112,4483,223,5320,197,4220,226,4338,179,4061,193,3770,249,4466,344,4865,254
13,13,55,2,137,3094,144,3304,187,3538,131,3421,57,3383,111,3963,155,3072,108,3455,118,3052,135,2986,163,3783,164,4140,158
15,14,55,2,132,1872,148,1728,184,1876,148,1968,61,2128,111,2032,94,1717,101,1782,110,1613,110,1368,157,1612,162,1771,143
16,15,55,2,121,1539,157,1739,211,2058,135,2026,74,2147,132,2170,109,1899,108,1900,118,1673,96,1425,135,2045,209,2043,137
8,16,55,2,341,4966,442,5270,572,5361,437,4954,152,6104,310,5267,246,4190,338,4369,497,4257,305,3710,362,4355,444,4636,473
9,17,55,2,35,700,38,674,46,761,44,763,34,865,25,1106,32,873,38,834,35,762,50,776,44,844,68,880,69
19,18,55,2,105,1122,132,1148,160,1158,125,1151,77,1347,112,1415,97,1223,87,1861,149,1775,112,2217,142,2653,157,2233,158
4,19,55,2,218,4624,246,4432,296,4482,270,5304,133,6507,178,3484,212,2540,190,3123,231,2839,208,3137,233,4252,444,3454,241
1,20,55,2,62,1152,97,1449,95,1351,78,1289,48,1496,59,1479,48,1156,61,1271,43,1175,79,1319,64,1858,53,1566,60
20,21,55,2,176,1797,150,1686,182,2053,148,1861,77,2088,137,2032,111,1717,172,1808,117,1549,112,1512,144,1853,202,1902,224
3,0,56,3,268,5394,372,5380,383,5562,131,4306,61,5407,110,2212,108,1616,70,1638,103,1672,89,1525,94,1589,106,1435,75
12,1,56,3,308,5014,272,4849,475,5492,287,4563,194,5226,265,3710,298,2800,335,2831,339,2839,355,2485,444,2544,469,2230,418
7,2,56,3,61,1675,91,1708,136,1854,74,1511,57,1816,53,1384,62,970,47,961,59,976,62,855,56,849,65,761,82
2,3,56,3,41,1518,43,1524,48,1632,41,1224,28,1425,59,1071,37,732,53,700,61,738,54,609,60,673,50,663,57
18,4,56,3,125,1924,64,1893,125,2028,66,1560,52,1858,82,1916,116,1415,125,1394,102,1422,110,1234,143,1258,125,1145,94
21,5,56,3,67,1885,65,2078,115,1982,61,1649,52,1802,76,1480,85,1018,53,1014,52,1023,53,943,68,982,53,816,58
0,6,56,3,355,3260,228,2909,579,3194,371,2271,131,3074,288,2229,266,1561,225,1537,283,1422,286,1459,352,1484,425,1386,361
10,7,56,3,1239,9361,807,8717,1846,8640,1142,7714,747,9600,1023,7829,870,5344,969,5335,1040,5226,1045,4746,1132,4906,1384,4751,1302
14,8,56,3,856,7947,695,7574,1454,7684,752,5373,503,7266,780,6758,679,4423,725,4451,759,4500,836,3906,1202,4012,1060,3891,1245
5,9,56,3,495,4176,362,3718,758,3964,508,3881,322,4513,432,4154,425,2904,545,2920,563,2916,499,2578,558,2566,654,2460,651
17,10,56,3,472,3888,415,3718,699,3614,508,2923,260,3954,395,3022,323,2123,426,2059,506,2113,406,1887,485,1826,547,1819,533
11,11,56,3,226,2540,131,2378,436,2285,290,2479,111,2948,237,2098,235,1433,226,1424,237,1434,243,1218,304,1230,361,1205,365
6,12,56,3,423,6219,383,5773,729,6483,410,5580,227,6441,320,5434,381,3855,388,3923,394,3875,345,3396,413,3482,508,3376,427
13,13,56,3,543,7332,420,6870,747,7637,459,7200,249,7545,457,5460,513,3764,513,4024,571,4036,508,3500,547,3327,706,3282,610
15,14,56,3,278,3456,190,3313,481,3241,312,3546,158,3940,246,2787,258,1946,251,2012,428,1994,347,1602,390,1583,481,1572,444
16,15,56,3,289,3076,235,2886,425,3090,324,3101,139,3535,263,2656,238,1818,293,1792,308,1887,308,1558,344,1655,467,1622,351
8,16,56,3,1305,13093,1034,11546,2232,11660,1023,9877,444,13973,1072,8709,1007,6101,969,5935,1190,5952,954,5486,1225,5518,1539,5480,1459
9,17,56,3,215,2121,191,1859,328,1958,208,1926,107,2319,160,2203,131,1458,178,1365,209,1398,223,1223,211,1219,264,1282,238
19,18,56,3,322,1924,256,1732,548,1877,310,1817,185,2179,288,1515,287,1122,285,1133,378,1178,280,1069,285,1070,380,1013,307
4,19,56,3,431,8772,484,7955,820,8465,550,9344,286,11793,428,3649,433,2434,456,2611,497,2678,476,2282,571,2477,730,2263,570
1,20,56,3,244,2880,165,2667,338,2728,215,2380,134,2906,179,2290,192,1567,167,1614,169,1595,217,1481,170,1440,285,1463,214
20,21,56,3,226,3233,181,3048,259,3439,170,2824,96,3227,124,2055,121,1464,134,1454,165,1428,167,1245,184,1313,227,1293,205
3,0,57,2,302,4748,357,4699,675,4200,173,3104,56,3831,121,1817,79,1330,138,1229,89,1212,102,1070,103,1300,129,1640,115
12,1,57,2,974,6308,964,5872,2069,6196,891,5002,397,5551,516,3448,929,2743,990,2594,983,2659,1137,2439,1295,2988,1153,3652,1509
7,2,57,2,495,2809,510,2704,974,2569,417,1974,214,2629,254,1793,346,1286,509,1322,560,1452,656,1293,816,1607,685,2169,1059
2,3,57,2,366,2056,390,2191,683,1977,304,1301,135,1449,211,1042,181,606,248,610,260,623,314,536,339,744,378,1100,412
18,4,57,2,211,1474,226,1453,330,1278,135,952,104,1202,181,1123,144,787,138,749,167,813,145,717,200,851,198,1116,175
21,5,57,2,126,1606,150,1812,236,1297,76,1053,111,1195,111,864,78,633,108,655,134,577,127,557,165,591,146,836,158
0,6,57,2,167,1544,211,1208,361,1133,138,857,71,1087,95,763,74,559,75,482,111,482,81,356,104,496,108,682,82
10,7,57,2,828,4904,786,4544,1332,3709,698,3320,402,3862,409,2905,494,1810,495,1793,557,1796,550,1458,609,1834,567,2630,672
14,8,57,2,663,4609,556,3828,982,3167,370,2044,195,2698,281,2406,311,1424,304,1552,395,1655,371,1235,467,1428,405,2114,469
5,9,57,2,476,2397,493,1952,865,1675,574,1523,194,1603,213,1530,248,960,307,1288,345,1400,317,1555,346,923,361,1297,391
17,10,57,2,240,2017,253,1741,385,1316,180,920,95,1218,138,999,114,658,150,752,154,832,163,678,198,681,154,899,199
11,11,57,2,363,1567,356,1418,774,1152,420,1053,110,1218,193,972,205,622,216,658,298,730,283,560,295,624,291,863,351
6,12,57,2,870,5664,894,5253,1538,4830,723,4114,282,4672,412,3615,473,2518,536,2523,614,2545,680,2403,774,2752,720,3648,826
13,13,57,2,913,6952,934,6391,1916,6196,1026,5682,330,5551,387,3832,521,2540,645,2838,908,3070,946,2617,966,2895,847,3944,1114
15,14,57,2,300,2343,389,2324,721,1712,401,1657,105,1811,159,1325,186,930,195,843,272,924,290,740,243,774,277,1226,326
16,15,57,2,567,2452,687,2289,1290,2147,631,1885,205,2104,298,1580,333,1094,363,1050,464,1111,424,861,425,1063,552,1451,559
8,16,57,2,702,7759,768,6307,1105,5573,569,4641,259,6437,493,3874,354,2623,430,2619,585,2683,484,2340,578,2603,575,3388,619
9,17,57,2,208,1288,212,1095,406,900,260,882,101,1040,165,953,105,639,174,604,218,617,194,591,217,633,225,852,224
19,18,57,2,844,2855,751,2619,1420,2455,661,2222,420,2575,464,1759,477,1311,481,1688,631,1670,557,1769,639,2023,617,2118,667
4,19,57,2,1137,7689,1318,7023,2057,6297,1186,6348,681,7710,782,2956,644,1860,814,2225,979,2235,1044,2212,1182,2848,1106,3001,1202
1,20,57,2,521,2560,434,2219,743,1870,406,1625,299,1927,256,1394,259,927,276,1001,323,1010,373,1018,379,1317,361,1522,567
20,21,57,2,623,3763,639,3287,1234,3387,604,2666,184,2883,336,1929,402,1341,415,1402,468,1476,687,1301,690,1628,661,2299,909
3,0,58,2,223,3510,301,3549,382,3770,210,3240,141,4200,181,1435,149,1093,153,1062,130,970,100,939,130,1040,167,1097,151
12,1,58,2,602,3953,602,3897,830,4354,407,3886,320,4380,433,3077,514,2433,507,2474,400,2112,601,2202,794,2539,756,2431,775
7,2,58,2,277,1740,302,1808,443,2003,175,1662,132,2034,238,1532,204,1157,221,1147,191,956,257,1007,331,1135,373,1267,351
2,3,58,2,185,1526,190,1593,234,1488,146,1279,90,1378,139,1045,127,738,131,731,111,570,141,601,187,754,208,785,204
18,4,58,2,433,2518,460,2491,600,2532,253,2212,193,2575,341,2468,357,1950,363,1904,293,1675,369,1706,581,1837,567,1911,618
21,5,58,2,198,2030,199,2116,322,2059,111,1829,123,2034,264,1556,218,1166,232,1232,182,1134,233,1135,390,1248,264,1201,192
0,6,58,2,260,1633,331,1339,369,1460,161,1243,142,1624,190,1082,140,792,165,765,214,630,189,684,313,771,284,813,306
10,7,58,2,888,5006,974,4486,1139,4660,690,4424,508,5594,722,4268,614,2980,698,2899,656,2520,855,2420,923,2921,861,3131,961
14,8,58,2,998,5373,1169,4955,1424,5119,732,3874,558,5233,806,4560,842,3162,817,3171,859,2861,969,2751,1255,3285,1091,3463,1244
5,9,58,2,453,2182,504,1955,690,2072,387,2176,163,2378,254,2043,266,1439,293,1445,273,1260,348,1255,415,1447,368,1570,351
17,10,58,2,754,3007,796,2785,1043,2699,605,2355,368,3133,580,2481,595,1795,656,1743,635,1512,615,1518,765,1707,815,1854,822
11,11,58,2,408,1602,499,1567,625,1599,381,1662,184,1968,276,1544,300,1093,321,1020,252,904,286,872,354,1040,387,1135,280
6,12,58,2,774,4701,709,4433,964,4855,444,4484,303,5167,464,4110,570,3116,555,3043,507,2727,649,2826,847,3259,877,3529,968
13,13,58,2,620,4258,614,4232,920,4563,507,4687,247,4954,499,3405,530,2415,473,2414,405,2179,626,2180,853,2418,641,2639,609
15,14,58,2,818,3419,1066,3160,1347,3241,698,3479,270,3871,511,2554,498,1932,504,1845,540,1578,672,1586,774,1777,908,1968,619
16,15,58,2,630,2350,700,2330,988,2559,570,2558,203,2936,418,2177,421,1503,498,1547,401,1437,577,1345,729,1568,628,1759,544
8,16,58,2,4449,15264,4901,13393,5547,13912,3229,11957,1517,16406,2906,12162,3040,9113,2996,8502,3064,7412,2940,7517,3296,8668,3858,9461,4197
9,17,58,2,434,1801,458,1567,665,1641,381,1721,181,2067,321,1885,247,1367,278,1156,230,1037,271,1022,353,1204,423,1400,346
19,18,58,2,227,931,222,870,229,904,139,896,105,1082,116,729,140,537,127,518,159,489,132,496,163,615,253,643,237
4,19,58,2,492,5250,617,4808,839,5133,509,5799,240,7169,360,1945,342,1284,344,1351,334,1289,430,1232,617,1534,773,1693,547
1,20,58,2,519,2091,521,1901,651,1989,386,1913,202,2149,309,1641,233,1166,292,1198,232,1059,382,1082,379,1161,387,1353,509
20,21,58,2,253,1908,229,1767,293,2072,140,1793,96,2083,140,1289,126,938,155,926,135,800,199,759,252,962,297,1002,330
3,0,59,2,532,12197,779,11314,1421,11463,437,8986,212,11898,313,6121,278,3979,276,3901,253,4634,302,3970,320,3984,338,4246,287
12,1,59,2,905,11307,1021,9643,1551,10885,970,9972,478,11641,608,8888,767,5603,810,5783,890,7034,1254,6227,1423,6395,1432,6484,1560
7,2,59,2,511,5196,601,4665,970,4982,406,4428,198,5750,368,4531,305,2692,370,2800,503,3411,552,2996,733,3212,652,3480,718
2,3,59,2,528,4980,675,4885,925,5199,601,3888,288,4324,415,3657,322,1971,461,2038,499,2456,595,2060,688,2401,789,2682,875
18,4,59,2,306,3608,361,3287,459,3520,235,3088,125,3693,226,3959,187,2436,250,2451,248,2822,334,2650,351,2659,316,2755,290
21,5,59,2,256,3921,312,4059,397,3700,173,3181,117,3366,199,2719,155,1779,143,1817,190,2078,253,1947,271,1953,281,1978,258
0,6,59,2,412,5052,620,3802,805,3935,357,3125,95,4184,198,3243,187,2217,218,2019,252,2267,286,1751,379,2096,461,2237,354
10,7,59,2,1598,13881,1955,11590,2752,11336,1481,10661,650,12973,861,11019,854,6580,961,6518,1280,7757,1420,6273,1671,6481,1770,7540,1868
14,8,59,2,1351,14242,1499,11461,2124,11210,704,7721,292,10870,530,10733,641,5685,696,6260,932,7812,1254,5824,1486,6100,1797,7074,1857
5,9,59,2,757,5822,934,4481,1307,4910,1141,5823,304,5797,330,4961,322,3760,356,3598,545,4645,585,5037,712,2792,755,3138,739
17,10,59,2,399,6736,601,4996,698,4332,428,3367,129,4675,211,3975,219,2281,281,2542,359,3234,378,2762,470,2468,543,2527,521
11,11,59,2,475,3921,511,3177,802,2942,624,3181,159,3810,229,3005,268,1724,266,1762,354,2156,440,1694,475,1801,407,1905,474
6,12,59,2,1214,12245,1192,9973,1610,10614,1006,10326,389,12202,569,10781,611,6662,624,6894,776,8246,1014,7612,1189,7291,1170,8038,1211
13,13,59,2,1399,15589,1530,13077,2696,14261,1928,15145,502,15685,672,11623,701,6872,850,7784,1415,9713,1787,8643,1789,8902,1724,10254,2048
15,14,59,2,620,6519,794,5840,1252,5415,837,5860,201,6779,313,4754,330,3011,347,2900,462,3356,609,2996,643,2621,609,3159,716
16,15,59,2,1339,6880,1478,5767,2360,5993,1657,6065,503,7106,671,5708,579,3358,591,3479,827,4123,934,3033,1043,3364,1138,3718,1066
8,16,59,2,1507,24058,1902,18367,2685,18052,1203,15777,341,23189,825,15901,879,9126,785,9180,1142,11113,1134,9364,1550,9531,1490,10358,1748
9,17,59,2,352,3777,440,2810,665,2816,433,2939,149,3646,235,3625,168,2016,197,1937,226,2211,296,1975,330,2106,369,2061,365
19,18,59,2,1487,6712,1581,5547,2727,5794,1846,5879,758,7059,896,5072,740,3285,908,4608,1151,5112,1313,5253,1405,5833,1572,5158,1555
4,19,59,2,1620,18452,1861,15392,2915,15904,2183,18606,903,23376,1084,8888,938,4599,1042,5829,1247,6634,1538,6508,1846,7472,1788,6536,1737
1,20,59,2,856,7891,921,6557,1249,6426,829,5972,418,7153,522,5962,444,3340,470,3809,542,4278,766,4157,801,4613,741,4516,996
20,21,59,2,827,8059,896,6667,1319,7798,905,6828,333,7761,426,5756,445,3404,444,3662,565,4278,798,3623,975,4060,991,4682,1110
3,0,0,3,654,765,521,815,798,775,532,874,838,610,575,670,694,614,618,663,670,760,630,815,659,729,544,407,647
12,1,0,3,254,490,182,528,340,561,242,539,360,470,379,441,362,513,327,460,372,588,362,543,376,574,325,296,346
7,2,0,3,117,188,105,197,129,296,94,604,160,177,139,172,138,178,152,174,130,235,124,224,119,243,114,119,110
2,3,0,3,82,175,59,428,106,241,63,140,136,157,99,117,113,119,83,112,99,132,112,135,92,116,79,72,72
18,4,0,3,207,252,174,338,292,250,205,249,321,322,225,290,242,329,252,315,295,529,316,496,266,497,226,293,255
21,5,0,3,63,180,53,284,93,267,68,253,133,159,85,432,82,339,113,166,113,269,134,346,92,292,79,257,76
0,6,0,3,558,529,362,651,679,596,494,685,731,637,600,900,672,581,772,612,704,519,727,763,654,707,627,401,624
10,7,0,3,1186,1057,1077,1096,1735,1163,1066,1254,1713,1180,1523,1087,1554,1149,1639,1062,1493,1260,1583,960,1338,1066,1428,890,1399
14,8,0,3,1136,936,1024,1033,1529,952,973,1151,1602,1088,1326,930,1507,993,1501,1100,1473,1049,1537,796,1190,895,1401,674,1357
5,9,0,3,228,293,187,361,338,380,203,392,372,410,311,401,341,1311,346,1713,340,4905,353,346,335,480,325,314,345
17,10,0,3,321,662,324,521,518,416,242,472,572,461,350,441,498,682,528,995,403,1010,477,969,413,558,401,285,478
11,11,0,3,154,209,152,228,242,232,146,267,291,241,216,244,232,302,253,246,206,304,215,323,224,364,199,275,233
6,12,0,3,421,742,353,763,610,704,362,788,607,776,527,749,608,804,548,837,531,1241,526,787,473,989,504,1075,529
13,13,0,3,284,623,223,608,320,630,199,590,311,872,289,826,319,1115,320,944,350,2678,407,4685,332,5527,310,1966,322
15,14,0,3,273,398,274,390,370,433,238,465,369,421,296,512,339,501,369,504,331,431,321,328,338,552,311,267,327
16,15,0,3,205,352,215,372,305,512,186,505,346,474,275,691,278,561,289,531,275,431,275,815,299,696,270,279,266
8,16,0,3,976,1640,1007,1861,1207,1828,847,2306,1361,1832,1093,1759,1267,1655,1219,1813,1095,1913,1304,1846,1161,1757,1178,1130,1233
9,17,0,3,138,201,119,249,159,250,102,267,172,306,121,258,154,271,153,241,137,598,153,581,146,232,149,190,132
19,18,0,3,217,213,217,219,267,219,199,274,277,267,240,330,244,1332,232,1093,258,3183,263,3889,190,2293,261,208,210
4,19,0,3,430,897,474,921,703,1422,394,1974,653,1088,524,559,606,1266,614,830,549,3026,576,4011,507,1719,629,448,544
1,20,0,3,160,290,155,262,229,226,130,309,223,267,186,223,188,327,194,337,250,1216,267,2122,174,1028,213,186,221
20,21,0,3,205,296,197,474,285,409,151,447,281,302,203,309,248,337,250,349,270,637,252,627,210,834,232,322,204
3,0,1,3,231,3206,280,1021,180,852,87,973,167,831,105,850,117,792,108,707,135,794,120,689,201,634,105,591,148
12,1,1,3,206,1386,272,1209,140,1066,97,1113,162,1206,151,1074,190,1095,159,1103,151,1118,222,1004,288,954,202,1094,316
7,2,1,3,85,509,95,396,42,352,23,359,68,408,34,375,43,354,37,352,45,341,67,321,94,310,54,374,109
2,3,1,3,102,509,118,406,60,344,38,370,63,436,48,317,62,330,45,298,54,288,52,275,67,285,84,341,86
18,4,1,3,62,867,81,1179,42,1008,40,292,28,461,19,419,48,384,46,376,42,358,41,316,57,270,41,289,66
21,5,1,3,56,1791,48,366,22,319,17,315,60,371,50,330,40,323,34,308,50,309,39,272,45,256,36,291,50
0,6,1,3,524,1650,679,1586,950,1287,175,830,263,835,226,689,214,653,231,551,1376,714,364,618,429,597,271,620,431
10,7,1,3,644,9429,669,8624,334,7339,279,1575,388,1791,278,1744,361,1595,289,1445,335,1495,427,1304,537,1259,405,1493,723
14,8,1,3,400,5902,452,6968,190,4945,120,845,235,1345,179,1339,236,1156,184,904,200,842,265,764,399,720,223,819,510
5,9,1,3,176,4479,201,9913,116,8200,64,563,85,899,74,921,80,789,96,638,91,609,141,531,190,522,131,598,225
17,10,1,3,132,2772,139,1298,77,869,43,352,64,449,62,443,76,410,55,371,207,341,71,296,81,261,95,268,102
11,11,1,3,104,1669,86,1268,64,1148,32,291,40,381,53,346,58,309,44,281,58,250,62,236,97,239,53,287,129
6,12,1,3,383,2602,451,3092,230,2452,146,1546,276,1964,296,1824,237,1738,243,1657,266,1750,313,1522,411,1536,311,1724,495
13,13,1,3,219,3309,319,3162,144,2493,90,1096,156,1265,142,1076,133,1112,159,1102,150,1099,253,980,275,970,177,1265,360
15,14,1,3,81,4064,82,1824,146,1927,33,343,61,442,41,545,44,558,47,442,128,353,75,298,99,314,64,348,118
16,15,1,3,135,1414,228,1427,105,1066,59,470,115,597,89,554,71,490,92,420,97,404,142,382,167,390,127,379,193
8,16,1,3,225,3583,268,3846,104,4247,54,1164,144,860,101,782,111,749,106,823,100,794,115,644,132,626,132,655,135
9,17,1,3,42,320,71,138,30,131,28,160,32,194,17,189,42,186,31,180,35,159,34,153,44,149,32,150,40
19,18,1,3,77,358,87,198,44,188,31,234,56,245,52,235,34,213,81,225,74,285,75,248,97,208,76,241,133
4,19,1,3,291,4139,404,1546,151,1525,140,1420,210,844,163,762,126,709,156,755,158,717,240,663,401,668,151,658,299
1,20,1,3,215,669,293,396,131,377,118,441,135,573,108,483,106,434,85,399,183,414,133,365,193,387,170,420,219
20,21,1,3,201,980,238,1189,124,1008,83,604,169,664,151,591,120,608,99,556,145,586,151,531,182,510,131,629,211
3,0,2,3,553,1673,771,1806,253,1364,139,1771,206,845,162,796,160,900,198,991,159,933,181,962,170,918,152,899,213
12,1,2,3,667,1426,773,1618,530,1421,290,1668,330,1123,342,1047,436,1234,385,1339,393,1232,514,1268,507,1215,523,1270,510
7,2,2,3,203,626,275,680,128,568,67,675,102,527,111,452,136,543,137,583,121,545,130,567,151,529,145,548,151
2,3,2,3,125,462,115,446,74,348,44,419,45,311,52,253,72,301,39,311,48,277,70,326,69,301,60,312,55
18,4,2,3,211,662,328,699,161,597,100,726,120,697,120,639,168,744,137,822,149,774,154,766,182,734,162,726,212
21,5,2,3,97,472,100,501,69,434,37,484,53,350,48,303,62,352,47,364,72,370,53,385,77,352,99,368,216
0,6,2,3,341,610,384,666,208,505,78,682,136,426,169,370,219,405,267,410,195,418,272,441,379,497,301,511,407
10,7,2,3,2022,2245,2642,2447,2094,2220,991,2777,984,2035,1074,1786,1356,2201,1448,2268,1465,2181,1619,2234,1956,2249,2009,2437,2157
14,8,2,3,1832,2359,2222,2568,1022,1809,501,2436,663,2151,715,1796,913,2159,1088,2412,1232,2148,1489,2252,1624,2302,1714,2408,1730
5,9,2,3,764,1145,993,1296,964,1335,338,1460,340,1232,389,1017,526,1254,609,1358,640,1313,679,1306,780,1333,759,1467,659
17,10,2,3,556,727,601,743,361,607,197,846,246,621,246,555,307,655,332,685,263,656,303,655,408,683,504,745,538
11,11,2,3,453,597,691,630,614,709,157,791,211,563,274,506,326,585,317,649,295,578,445,594,614,612,519,684,502
